actualFE,nominalFE,outerCycle,qRound,eventType,subjectFingerprint,relatedFingerprint,source,action,detail
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,2ff208512fabb35eb824dc7419ab3c2eb884bd4d29ff8bb972c01cfd13d07cb8,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,2ff208512fabb35eb824dc7419ab3c2eb884bd4d29ff8bb972c01cfd13d07cb8,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,e899c93dfb6f3e88dc8fbf46d717378a607d9483ad0ac0a5b2102ac181067b62,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,e899c93dfb6f3e88dc8fbf46d717378a607d9483ad0ac0a5b2102ac181067b62,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,e899c93dfb6f3e88dc8fbf46d717378a607d9483ad0ac0a5b2102ac181067b62,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,e899c93dfb6f3e88dc8fbf46d717378a607d9483ad0ac0a5b2102ac181067b62,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,e899c93dfb6f3e88dc8fbf46d717378a607d9483ad0ac0a5b2102ac181067b62,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,e899c93dfb6f3e88dc8fbf46d717378a607d9483ad0ac0a5b2102ac181067b62,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,ded56be1d362a51a1a84bcff13714ad8428575b6abaa347ebffd339429adc694,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,ded56be1d362a51a1a84bcff13714ad8428575b6abaa347ebffd339429adc694,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,ded56be1d362a51a1a84bcff13714ad8428575b6abaa347ebffd339429adc694,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,ded56be1d362a51a1a84bcff13714ad8428575b6abaa347ebffd339429adc694,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,ded56be1d362a51a1a84bcff13714ad8428575b6abaa347ebffd339429adc694,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,ded56be1d362a51a1a84bcff13714ad8428575b6abaa347ebffd339429adc694,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,9e050af08250fd6e2787ad20c2ef7db493720b32d9f0c4dee0977878038873ef,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,9e050af08250fd6e2787ad20c2ef7db493720b32d9f0c4dee0977878038873ef,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,9e050af08250fd6e2787ad20c2ef7db493720b32d9f0c4dee0977878038873ef,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,9e050af08250fd6e2787ad20c2ef7db493720b32d9f0c4dee0977878038873ef,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,c794da846f4eb5f73b711acfd9303d8f8bd11bcd00756c6f1f92b6ec481a105f,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,c794da846f4eb5f73b711acfd9303d8f8bd11bcd00756c6f1f92b6ec481a105f,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,c794da846f4eb5f73b711acfd9303d8f8bd11bcd00756c6f1f92b6ec481a105f,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,c794da846f4eb5f73b711acfd9303d8f8bd11bcd00756c6f1f92b6ec481a105f,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,c794da846f4eb5f73b711acfd9303d8f8bd11bcd00756c6f1f92b6ec481a105f,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,c794da846f4eb5f73b711acfd9303d8f8bd11bcd00756c6f1f92b6ec481a105f,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,ffc2cd641c91d45e45e4be0a520b5da5b5068932c7617d2438681aee96672bb1,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,ffc2cd641c91d45e45e4be0a520b5da5b5068932c7617d2438681aee96672bb1,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,ffc2cd641c91d45e45e4be0a520b5da5b5068932c7617d2438681aee96672bb1,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,ffc2cd641c91d45e45e4be0a520b5da5b5068932c7617d2438681aee96672bb1,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,9499191abc06c5846b48f4679c86bdfdc089452481ea4d84c1f9813cbccb4776,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,9499191abc06c5846b48f4679c86bdfdc089452481ea4d84c1f9813cbccb4776,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,9499191abc06c5846b48f4679c86bdfdc089452481ea4d84c1f9813cbccb4776,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,9499191abc06c5846b48f4679c86bdfdc089452481ea4d84c1f9813cbccb4776,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,9499191abc06c5846b48f4679c86bdfdc089452481ea4d84c1f9813cbccb4776,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,9499191abc06c5846b48f4679c86bdfdc089452481ea4d84c1f9813cbccb4776,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,e01926d98ec5a80afa96f9b3c1c8dbf13d14d22fea1dcf84c754de3937857315,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,e01926d98ec5a80afa96f9b3c1c8dbf13d14d22fea1dcf84c754de3937857315,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,e01926d98ec5a80afa96f9b3c1c8dbf13d14d22fea1dcf84c754de3937857315,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,e01926d98ec5a80afa96f9b3c1c8dbf13d14d22fea1dcf84c754de3937857315,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,e01926d98ec5a80afa96f9b3c1c8dbf13d14d22fea1dcf84c754de3937857315,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,e01926d98ec5a80afa96f9b3c1c8dbf13d14d22fea1dcf84c754de3937857315,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,f1d3e7d42350ef424b7d0efda68009cdc1578d2b3e0d6a6af3065c50b8937723,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,f1d3e7d42350ef424b7d0efda68009cdc1578d2b3e0d6a6af3065c50b8937723,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,f1d3e7d42350ef424b7d0efda68009cdc1578d2b3e0d6a6af3065c50b8937723,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,f1d3e7d42350ef424b7d0efda68009cdc1578d2b3e0d6a6af3065c50b8937723,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,4e5d7e26f71b646d11cd03169a678bdb78cff075d8c4107bc69800752d9fdca8,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,4e5d7e26f71b646d11cd03169a678bdb78cff075d8c4107bc69800752d9fdca8,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,4e5d7e26f71b646d11cd03169a678bdb78cff075d8c4107bc69800752d9fdca8,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,4e5d7e26f71b646d11cd03169a678bdb78cff075d8c4107bc69800752d9fdca8,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,4e5d7e26f71b646d11cd03169a678bdb78cff075d8c4107bc69800752d9fdca8,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,4e5d7e26f71b646d11cd03169a678bdb78cff075d8c4107bc69800752d9fdca8,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,ceeb444616c993cef7e476bc7f364f2351efe1448b2f990023bf01ddfb00a5df,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,ceeb444616c993cef7e476bc7f364f2351efe1448b2f990023bf01ddfb00a5df,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,ceeb444616c993cef7e476bc7f364f2351efe1448b2f990023bf01ddfb00a5df,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,ceeb444616c993cef7e476bc7f364f2351efe1448b2f990023bf01ddfb00a5df,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,ceeb444616c993cef7e476bc7f364f2351efe1448b2f990023bf01ddfb00a5df,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,ceeb444616c993cef7e476bc7f364f2351efe1448b2f990023bf01ddfb00a5df,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,01068a615b85c33ceab336caef6990e85adee032f5a1f14bba3d189082bd0ebe,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,01068a615b85c33ceab336caef6990e85adee032f5a1f14bba3d189082bd0ebe,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,01068a615b85c33ceab336caef6990e85adee032f5a1f14bba3d189082bd0ebe,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,01068a615b85c33ceab336caef6990e85adee032f5a1f14bba3d189082bd0ebe,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,01068a615b85c33ceab336caef6990e85adee032f5a1f14bba3d189082bd0ebe,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,01068a615b85c33ceab336caef6990e85adee032f5a1f14bba3d189082bd0ebe,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,5d87ae08cd977f0c5287c3d33405f6109f8cc52bd2beb97b7ef7dd97b46888a4,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,5d87ae08cd977f0c5287c3d33405f6109f8cc52bd2beb97b7ef7dd97b46888a4,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,5d87ae08cd977f0c5287c3d33405f6109f8cc52bd2beb97b7ef7dd97b46888a4,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,5d87ae08cd977f0c5287c3d33405f6109f8cc52bd2beb97b7ef7dd97b46888a4,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,c99648e672ef0e3ab63889b90780e54e16efd054d32842ddb39be85bf5ddb086,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,c99648e672ef0e3ab63889b90780e54e16efd054d32842ddb39be85bf5ddb086,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,c99648e672ef0e3ab63889b90780e54e16efd054d32842ddb39be85bf5ddb086,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,c99648e672ef0e3ab63889b90780e54e16efd054d32842ddb39be85bf5ddb086,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,40d8d7724a940f31f2a09a4362f64f3f1d73228d1021c5abd32f47454ca9e7b7,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,40d8d7724a940f31f2a09a4362f64f3f1d73228d1021c5abd32f47454ca9e7b7,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,40d8d7724a940f31f2a09a4362f64f3f1d73228d1021c5abd32f47454ca9e7b7,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,40d8d7724a940f31f2a09a4362f64f3f1d73228d1021c5abd32f47454ca9e7b7,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,456a68fbe3a3178978f4a7c21a1cf825ec99bbac69cef8637bc2027ac3966eac,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,456a68fbe3a3178978f4a7c21a1cf825ec99bbac69cef8637bc2027ac3966eac,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,456a68fbe3a3178978f4a7c21a1cf825ec99bbac69cef8637bc2027ac3966eac,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,456a68fbe3a3178978f4a7c21a1cf825ec99bbac69cef8637bc2027ac3966eac,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,c5fe6bb5f8e45206048791f07e8c0917e77c47949abb7bccbf213c2071abe789,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,c5fe6bb5f8e45206048791f07e8c0917e77c47949abb7bccbf213c2071abe789,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,c5fe6bb5f8e45206048791f07e8c0917e77c47949abb7bccbf213c2071abe789,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,c5fe6bb5f8e45206048791f07e8c0917e77c47949abb7bccbf213c2071abe789,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,c5fe6bb5f8e45206048791f07e8c0917e77c47949abb7bccbf213c2071abe789,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,c5fe6bb5f8e45206048791f07e8c0917e77c47949abb7bccbf213c2071abe789,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,b1adc90c1d95f461c5bb6111d77f68aeccd78c9fd57e5056752b33d450e245e6,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,b1adc90c1d95f461c5bb6111d77f68aeccd78c9fd57e5056752b33d450e245e6,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,b1adc90c1d95f461c5bb6111d77f68aeccd78c9fd57e5056752b33d450e245e6,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,b1adc90c1d95f461c5bb6111d77f68aeccd78c9fd57e5056752b33d450e245e6,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,b1adc90c1d95f461c5bb6111d77f68aeccd78c9fd57e5056752b33d450e245e6,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,b1adc90c1d95f461c5bb6111d77f68aeccd78c9fd57e5056752b33d450e245e6,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,c3273dc4096452b183094321117b8999a9755480a78041f8024254aacab48afc,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,c3273dc4096452b183094321117b8999a9755480a78041f8024254aacab48afc,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,c3273dc4096452b183094321117b8999a9755480a78041f8024254aacab48afc,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,c3273dc4096452b183094321117b8999a9755480a78041f8024254aacab48afc,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,c3273dc4096452b183094321117b8999a9755480a78041f8024254aacab48afc,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,c3273dc4096452b183094321117b8999a9755480a78041f8024254aacab48afc,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,92631d0802dc4d3e6a81ebb55487e0eb03547d90e4a5751c353662a762bf0e7e,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,92631d0802dc4d3e6a81ebb55487e0eb03547d90e4a5751c353662a762bf0e7e,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,92631d0802dc4d3e6a81ebb55487e0eb03547d90e4a5751c353662a762bf0e7e,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,92631d0802dc4d3e6a81ebb55487e0eb03547d90e4a5751c353662a762bf0e7e,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,92631d0802dc4d3e6a81ebb55487e0eb03547d90e4a5751c353662a762bf0e7e,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,92631d0802dc4d3e6a81ebb55487e0eb03547d90e4a5751c353662a762bf0e7e,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,cb87551d2756b807713f37f5719e5ef5c4c27117ef73fc2a1e4ba4445a8554be,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,cb87551d2756b807713f37f5719e5ef5c4c27117ef73fc2a1e4ba4445a8554be,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,cb87551d2756b807713f37f5719e5ef5c4c27117ef73fc2a1e4ba4445a8554be,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,b5007304f782b90d4ef61cafcb3401da1e41627a6d6c33cf0b1a4797c7cbc56d,cb87551d2756b807713f37f5719e5ef5c4c27117ef73fc2a1e4ba4445a8554be,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,QP_ACTION,a3b142e1c2ec9075e4e0ba48fff4533cc7d84aa9a46c6a25c307595feb92fd58,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,a3b142e1c2ec9075e4e0ba48fff4533cc7d84aa9a46c6a25c307595feb92fd58,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,a3b142e1c2ec9075e4e0ba48fff4533cc7d84aa9a46c6a25c307595feb92fd58,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,a3b142e1c2ec9075e4e0ba48fff4533cc7d84aa9a46c6a25c307595feb92fd58,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,4f8c0f5bb3fe0f581a99666713765cf93b57488af596e8e8bd4dfbd55c8fe7ac,a3b142e1c2ec9075e4e0ba48fff4533cc7d84aa9a46c6a25c307595feb92fd58,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,a3b142e1c2ec9075e4e0ba48fff4533cc7d84aa9a46c6a25c307595feb92fd58,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,126128fe9ef71d966c009e75c2e637aa36cfb9a0fade1e4e0f6fd18eb64d135b,126128fe9ef71d966c009e75c2e637aa36cfb9a0fade1e4e0f6fd18eb64d135b,NOT_APPLICABLE,0,selection
11106,25000,1,40,QP_TEACHER,126128fe9ef71d966c009e75c2e637aa36cfb9a0fade1e4e0f6fd18eb64d135b,126128fe9ef71d966c009e75c2e637aa36cfb9a0fade1e4e0f6fd18eb64d135b,NOT_APPLICABLE,0,selectedPbest
11106,25000,1,40,PERSONAL_ARCHIVE,126128fe9ef71d966c009e75c2e637aa36cfb9a0fade1e4e0f6fd18eb64d135b,-1,NOT_APPLICABLE,0,insertedEntrySurvived
11106,25000,1,40,QP_ACTION,126128fe9ef71d966c009e75c2e637aa36cfb9a0fade1e4e0f6fd18eb64d135b,126128fe9ef71d966c009e75c2e637aa36cfb9a0fade1e4e0f6fd18eb64d135b,NOT_APPLICABLE,0,selection
